"ID","Feed URL","Feed Link","Feed Title","Feed Description","Feed Icon","Title","Link","Description","Image","Plain Description","Author","Date"
"Tid6Dx8TUMXSqfWJ","https://www.youtube.com/playlist?list=PLy_BvFsg08WEoPU8syxgUMtksFIKKsO8z","https://rss.app/feeds/Tid6Dx8TUMXSqfWJ.xml","역재생","",,"로리신 레퀴엠 역재생 (Loli God Requiem Reserved Version)","https://www.youtube.com/watch?v=0-pT6q8693g",,"",,"연화 (莲花)","2024-11-23T07:31:45.000Z"
"Tid6Dx8TUMXSqfWJ","https://www.youtube.com/playlist?list=PLy_BvFsg08WEoPU8syxgUMtksFIKKsO8z","https://rss.app/feeds/Tid6Dx8TUMXSqfWJ.xml","역재생","",,"네, 기꺼이 역재생 (Hai Yorokonde Reserved Version)","https://www.youtube.com/watch?v=o0omrxY_rqQ",,"",,"연화 (莲花)","2024-11-09T03:50:38.000Z"
"Tid6Dx8TUMXSqfWJ","https://www.youtube.com/playlist?list=PLy_BvFsg08WEoPU8syxgUMtksFIKKsO8z","https://rss.app/feeds/Tid6Dx8TUMXSqfWJ.xml","역재생","",,"오버라이드 역재생 (Over Ride Reserved version)","https://www.youtube.com/watch?v=HaukKpw2I1w",,"",,"연화 (莲花)","2024-11-09T03:48:49.000Z"
